video_id,augmented,env,band,band_id,sequence_path,interpolation_mask_path,low_quality,valid_ratio,mean_visibility,longest_dropout,interpolation_ratio,split
Backside-8751-6_no02,True,indoor,6_8,3,results\sequences\Backside-8751-6_no02__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-6_no02__dropout__indoor__6_8.npz,False,1.0,0.6697154094775518,0,0.0,train
Backside-8751-6_no03,True,indoor,6_8,3,results\sequences\Backside-8751-6_no03__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-6_no03__dropout__indoor__6_8.npz,False,1.0,0.8575971027215322,0,0.0,train
Side-6016-4_no00,True,indoor,6_8,3,results\sequences\Side-6016-4_no00__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-4_no00__dropout__indoor__6_8.npz,False,1.0,0.9387720624605814,0,0.0,train
Side-6016-4_no01,True,indoor,6_8,3,results\sequences\Side-6016-4_no01__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-4_no01__dropout__indoor__6_8.npz,False,1.0,0.9614755908648173,0,0.0,train
Side-6016-4_no03,True,indoor,6_8,3,results\sequences\Side-6016-4_no03__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-4_no03__dropout__indoor__6_8.npz,False,1.0,0.940652052561442,0,0.0,train
Side-6016-5_no00,True,indoor,6_8,3,results\sequences\Side-6016-5_no00__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-5_no00__dropout__indoor__6_8.npz,False,1.0,0.9255852202574412,0,0.0,train
Side-6016-5_no02,True,indoor,6_8,3,results\sequences\Side-6016-5_no02__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-5_no02__dropout__indoor__6_8.npz,False,1.0,0.9605980515480042,0,0.0,train
Side-6016-5_no03,True,indoor,6_8,3,results\sequences\Side-6016-5_no03__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-5_no03__dropout__indoor__6_8.npz,False,1.0,0.9204250276088715,0,0.0,train
Side-6016-6_no00,True,indoor,6_8,3,results\sequences\Side-6016-6_no00__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-6_no00__dropout__indoor__6_8.npz,False,1.0,0.9277064005533854,0,0.0,train
Side-6016-6_no01,True,indoor,6_8,3,results\sequences\Side-6016-6_no01__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-6_no01__dropout__indoor__6_8.npz,False,0.95,0.8926114837328593,5,0.0,train
Side-6016-6_no02,True,indoor,6_8,3,results\sequences\Side-6016-6_no02__dropout__indoor__6_8.npz,results\interp_masks\Side-6016-6_no02__dropout__indoor__6_8.npz,False,1.0,0.8853939473628998,0,0.0,train
Backside-8748-3_no00,True,indoor,8_10,4,results\sequences\Backside-8748-3_no00__dropout__indoor__8_10.npz,results\interp_masks\Backside-8748-3_no00__dropout__indoor__8_10.npz,False,1.0,0.8516315519809723,0,0.0,train
Backside-8748-3_no02,True,indoor,8_10,4,results\sequences\Backside-8748-3_no02__dropout__indoor__8_10.npz,results\interp_masks\Backside-8748-3_no02__dropout__indoor__8_10.npz,False,1.0,0.8435939053694407,0,0.0,train
Backside-8748-3_no03,True,indoor,8_10,4,results\sequences\Backside-8748-3_no03__dropout__indoor__8_10.npz,results\interp_masks\Backside-8748-3_no03__dropout__indoor__8_10.npz,False,1.0,0.8459329108397166,0,0.0,train
Backside-8748-5_no00,True,indoor,8_10,4,results\sequences\Backside-8748-5_no00__dropout__indoor__8_10.npz,results\interp_masks\Backside-8748-5_no00__dropout__indoor__8_10.npz,False,1.0,0.8116147716840109,0,0.0,train
Backside-8748-5_no01,True,indoor,8_10,4,results\sequences\Backside-8748-5_no01__dropout__indoor__8_10.npz,results\interp_masks\Backside-8748-5_no01__dropout__indoor__8_10.npz,False,1.0,0.8448771039644877,0,0.0,train
Side-5999-1_no00,True,indoor,8_10,4,results\sequences\Side-5999-1_no00__dropout__indoor__8_10.npz,results\interp_masks\Side-5999-1_no00__dropout__indoor__8_10.npz,False,1.0,0.8559540013472239,0,0.0,train
Side-5999-1_no01,True,indoor,8_10,4,results\sequences\Side-5999-1_no01__dropout__indoor__8_10.npz,results\interp_masks\Side-5999-1_no01__dropout__indoor__8_10.npz,False,1.0,0.9547488987445831,0,0.0,train
Side-5999-1_no02,True,indoor,8_10,4,results\sequences\Side-5999-1_no02__dropout__indoor__8_10.npz,results\interp_masks\Side-5999-1_no02__dropout__indoor__8_10.npz,False,1.0,0.9123964508374532,0,0.0,train
Side-5999-1_no03,True,indoor,8_10,4,results\sequences\Side-5999-1_no03__dropout__indoor__8_10.npz,results\interp_masks\Side-5999-1_no03__dropout__indoor__8_10.npz,False,1.0,0.9519074757893881,0,0.0,train
Side-6007-1_no00,True,indoor,8_10,4,results\sequences\Side-6007-1_no00__dropout__indoor__8_10.npz,results\interp_masks\Side-6007-1_no00__dropout__indoor__8_10.npz,False,1.0,0.8642897804578146,0,0.0,train
Side-6007-1_no01,True,indoor,8_10,4,results\sequences\Side-6007-1_no01__dropout__indoor__8_10.npz,results\interp_masks\Side-6007-1_no01__dropout__indoor__8_10.npz,False,1.0,0.9023001988728842,0,0.0,train
Side-6007-1_no02,True,indoor,8_10,4,results\sequences\Side-6007-1_no02__dropout__indoor__8_10.npz,results\interp_masks\Side-6007-1_no02__dropout__indoor__8_10.npz,False,1.0,0.8573209742705027,0,0.0,train
Backside-8897-2_no00,True,outdoor,1_2,0,results\sequences\Backside-8897-2_no00__dropout__outdoor__1_2.npz,results\interp_masks\Backside-8897-2_no00__dropout__outdoor__1_2.npz,False,1.0,0.8231742282708486,0,0.0,train
Backside-8897-2_no01,True,outdoor,1_2,0,results\sequences\Backside-8897-2_no01__dropout__outdoor__1_2.npz,results\interp_masks\Backside-8897-2_no01__dropout__outdoor__1_2.npz,False,1.0,0.8277167876561483,0,0.0,train
Backside-8897-2_no02,True,outdoor,1_2,0,results\sequences\Backside-8897-2_no02__dropout__outdoor__1_2.npz,results\interp_masks\Backside-8897-2_no02__dropout__outdoor__1_2.npz,False,1.0,0.8269302745660146,0,0.0,train
Backside-8897-2_no03,True,outdoor,1_2,0,results\sequences\Backside-8897-2_no03__dropout__outdoor__1_2.npz,results\interp_masks\Backside-8897-2_no03__dropout__outdoor__1_2.npz,False,1.0,0.8278806110223135,0,0.0,train
Backside-8900-11_no00,True,outdoor,1_2,0,results\sequences\Backside-8900-11_no00__dropout__outdoor__1_2.npz,results\interp_masks\Backside-8900-11_no00__dropout__outdoor__1_2.npz,False,1.0,0.8143052856127421,0,0.0,train
Backside-8900-11_no01,True,outdoor,1_2,0,results\sequences\Backside-8900-11_no01__dropout__outdoor__1_2.npz,results\interp_masks\Backside-8900-11_no01__dropout__outdoor__1_2.npz,False,1.0,0.8368780016899109,0,0.0,train
Side-6088-2_no00,True,outdoor,1_2,0,results\sequences\Side-6088-2_no00__dropout__outdoor__1_2.npz,results\interp_masks\Side-6088-2_no00__dropout__outdoor__1_2.npz,False,1.0,0.9233263631661733,0,0.0,train
Side-6088-2_no01,True,outdoor,1_2,0,results\sequences\Side-6088-2_no01__dropout__outdoor__1_2.npz,results\interp_masks\Side-6088-2_no01__dropout__outdoor__1_2.npz,False,1.0,0.9269103507200877,0,0.0,train
Side-6088-2_no02,True,outdoor,1_2,0,results\sequences\Side-6088-2_no02__dropout__outdoor__1_2.npz,results\interp_masks\Side-6088-2_no02__dropout__outdoor__1_2.npz,False,1.0,0.9435835580031077,0,0.0,train
Side-6088-2_no03,True,outdoor,1_2,0,results\sequences\Side-6088-2_no03__dropout__outdoor__1_2.npz,results\interp_masks\Side-6088-2_no03__dropout__outdoor__1_2.npz,False,1.0,0.9325418869654337,0,0.0,train
Side-6089-1_no00,True,outdoor,1_2,0,results\sequences\Side-6089-1_no00__dropout__outdoor__1_2.npz,results\interp_masks\Side-6089-1_no00__dropout__outdoor__1_2.npz,False,1.0,0.9706636865933737,0,0.0,train
Side-6089-1_no02,True,outdoor,1_2,0,results\sequences\Side-6089-1_no02__dropout__outdoor__1_2.npz,results\interp_masks\Side-6089-1_no02__dropout__outdoor__1_2.npz,False,1.0,0.9788051644961039,0,0.0,train
Side-6089-1_no03,True,outdoor,1_2,0,results\sequences\Side-6089-1_no03__dropout__outdoor__1_2.npz,results\interp_masks\Side-6089-1_no03__dropout__outdoor__1_2.npz,False,1.0,0.9203207691510519,0,0.0,train
Backside-8900-8_no01,True,outdoor,2_4,1,results\sequences\Backside-8900-8_no01__dropout__outdoor__2_4.npz,results\interp_masks\Backside-8900-8_no01__dropout__outdoor__2_4.npz,False,1.0,0.8300289611021677,0,0.0,train
Backside-8900-8_no02,True,outdoor,2_4,1,results\sequences\Backside-8900-8_no02__dropout__outdoor__2_4.npz,results\interp_masks\Backside-8900-8_no02__dropout__outdoor__2_4.npz,False,1.0,0.8215750257174174,0,0.0,train
Backside-8900-8_no03,True,outdoor,2_4,1,results\sequences\Backside-8900-8_no03__dropout__outdoor__2_4.npz,results\interp_masks\Backside-8900-8_no03__dropout__outdoor__2_4.npz,False,1.0,0.8360633154710134,0,0.0,train
Backside-8900-9_no02,True,outdoor,2_4,1,results\sequences\Backside-8900-9_no02__dropout__outdoor__2_4.npz,results\interp_masks\Backside-8900-9_no02__dropout__outdoor__2_4.npz,False,1.0,0.8276729583740234,0,0.0,train
Backside-8900-9_no03,True,outdoor,2_4,1,results\sequences\Backside-8900-9_no03__dropout__outdoor__2_4.npz,results\interp_masks\Backside-8900-9_no03__dropout__outdoor__2_4.npz,False,1.0,0.7053143481413523,0,0.0,train
Side-6086-8_no00,True,outdoor,2_4,1,results\sequences\Side-6086-8_no00__dropout__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no00__dropout__outdoor__2_4.npz,False,1.0,0.9158602555592855,0,0.0,train
Side-6086-8_no02,True,outdoor,2_4,1,results\sequences\Side-6086-8_no02__dropout__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no02__dropout__outdoor__2_4.npz,False,1.0,0.8999546269575754,0,0.0,train
Side-6086-8_no03,True,outdoor,2_4,1,results\sequences\Side-6086-8_no03__dropout__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no03__dropout__outdoor__2_4.npz,False,1.0,0.7953232924143473,0,0.0,train
Backside-8896-22_no00,True,outdoor,4_6,2,results\sequences\Backside-8896-22_no00__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no00__dropout__outdoor__4_6.npz,False,1.0,0.8055553436279297,0,0.0,train
Backside-8896-22_no01,True,outdoor,4_6,2,results\sequences\Backside-8896-22_no01__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no01__dropout__outdoor__4_6.npz,False,1.0,0.8069161772727966,0,0.0,train
Backside-8896-22_no02,True,outdoor,4_6,2,results\sequences\Backside-8896-22_no02__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no02__dropout__outdoor__4_6.npz,False,1.0,0.7462822794914246,0,0.0,train
Backside-8896-23_no00,True,outdoor,4_6,2,results\sequences\Backside-8896-23_no00__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8896-23_no00__dropout__outdoor__4_6.npz,False,1.0,0.8304189741611481,0,0.0,train
Backside-8896-23_no01,True,outdoor,4_6,2,results\sequences\Backside-8896-23_no01__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8896-23_no01__dropout__outdoor__4_6.npz,False,1.0,0.8573082685470581,0,0.0,train
Backside-8900-3_no01,True,outdoor,4_6,2,results\sequences\Backside-8900-3_no01__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8900-3_no01__dropout__outdoor__4_6.npz,False,1.0,0.8750388423601786,0,0.0,train
Backside-8900-3_no02,True,outdoor,4_6,2,results\sequences\Backside-8900-3_no02__dropout__outdoor__4_6.npz,results\interp_masks\Backside-8900-3_no02__dropout__outdoor__4_6.npz,False,1.0,0.8646363814671835,0,0.0,train
Side-6086-1_no00,True,outdoor,4_6,2,results\sequences\Side-6086-1_no00__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no00__dropout__outdoor__4_6.npz,False,1.0,0.9001502195994059,0,0.0,train
Side-6086-1_no02,True,outdoor,4_6,2,results\sequences\Side-6086-1_no02__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no02__dropout__outdoor__4_6.npz,False,1.0,0.9224057197570801,0,0.0,train
Side-6086-1_no03,True,outdoor,4_6,2,results\sequences\Side-6086-1_no03__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no03__dropout__outdoor__4_6.npz,False,1.0,0.9454351564248403,0,0.0,train
Side-6086-4_no00,True,outdoor,4_6,2,results\sequences\Side-6086-4_no00__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no00__dropout__outdoor__4_6.npz,False,1.0,0.9241328736146291,0,0.0,train
Side-6086-4_no02,True,outdoor,4_6,2,results\sequences\Side-6086-4_no02__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no02__dropout__outdoor__4_6.npz,False,1.0,0.9329128960768381,0,0.0,train
Side-6086-4_no03,True,outdoor,4_6,2,results\sequences\Side-6086-4_no03__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no03__dropout__outdoor__4_6.npz,False,1.0,0.9268404245376587,0,0.0,train
Side-6086-5_no00,True,outdoor,4_6,2,results\sequences\Side-6086-5_no00__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-5_no00__dropout__outdoor__4_6.npz,False,1.0,0.9165252447128296,0,0.0,train
Side-6086-5_no03,True,outdoor,4_6,2,results\sequences\Side-6086-5_no03__dropout__outdoor__4_6.npz,results\interp_masks\Side-6086-5_no03__dropout__outdoor__4_6.npz,False,1.0,0.9316545824209849,0,0.0,train
Backside-8895-16_no00,True,outdoor,6_8,3,results\sequences\Backside-8895-16_no00__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no00__dropout__outdoor__6_8.npz,False,1.0,0.8526434699694315,0,0.0,train
Backside-8895-16_no01,True,outdoor,6_8,3,results\sequences\Backside-8895-16_no01__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no01__dropout__outdoor__6_8.npz,False,1.0,0.836936374505361,0,0.0,train
Backside-8895-16_no02,True,outdoor,6_8,3,results\sequences\Backside-8895-16_no02__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no02__dropout__outdoor__6_8.npz,False,1.0,0.8481798966725668,0,0.0,train
Backside-8896-14_no00,True,outdoor,6_8,3,results\sequences\Backside-8896-14_no00__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no00__dropout__outdoor__6_8.npz,False,1.0,0.8845735490322113,0,0.0,train
Backside-8896-14_no01,True,outdoor,6_8,3,results\sequences\Backside-8896-14_no01__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no01__dropout__outdoor__6_8.npz,False,1.0,0.7519522309303284,0,0.0,train
Backside-8896-14_no03,True,outdoor,6_8,3,results\sequences\Backside-8896-14_no03__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no03__dropout__outdoor__6_8.npz,False,1.0,0.8702140947182974,0,0.0,train
Backside-8896-9_no00,True,outdoor,6_8,3,results\sequences\Backside-8896-9_no00__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no00__dropout__outdoor__6_8.npz,False,1.0,0.8579117556413015,0,0.0,train
Backside-8896-9_no01,True,outdoor,6_8,3,results\sequences\Backside-8896-9_no01__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no01__dropout__outdoor__6_8.npz,False,1.0,0.7578903287649155,0,0.0,train
Backside-8896-9_no02,True,outdoor,6_8,3,results\sequences\Backside-8896-9_no02__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no02__dropout__outdoor__6_8.npz,False,1.0,0.8442595303058624,0,0.0,train
Backside-8896-9_no03,True,outdoor,6_8,3,results\sequences\Backside-8896-9_no03__dropout__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no03__dropout__outdoor__6_8.npz,False,1.0,0.8603081901868185,0,0.0,train
Side-6084-18_no01,True,outdoor,6_8,3,results\sequences\Side-6084-18_no01__dropout__outdoor__6_8.npz,results\interp_masks\Side-6084-18_no01__dropout__outdoor__6_8.npz,False,1.0,0.8465619583924612,0,0.0,train
Side-6085-10_no00,True,outdoor,6_8,3,results\sequences\Side-6085-10_no00__dropout__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no00__dropout__outdoor__6_8.npz,False,1.0,0.9157276749610901,0,0.0,train
Side-6085-10_no01,True,outdoor,6_8,3,results\sequences\Side-6085-10_no01__dropout__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no01__dropout__outdoor__6_8.npz,False,1.0,0.9487995505332947,0,0.0,train
Side-6085-10_no02,True,outdoor,6_8,3,results\sequences\Side-6085-10_no02__dropout__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no02__dropout__outdoor__6_8.npz,False,1.0,0.914121001958847,0,0.0,train
Side-6085-15_no00,True,outdoor,6_8,3,results\sequences\Side-6085-15_no00__dropout__outdoor__6_8.npz,results\interp_masks\Side-6085-15_no00__dropout__outdoor__6_8.npz,False,1.0,0.9470973412195841,0,0.0,train
Side-6085-15_no01,True,outdoor,6_8,3,results\sequences\Side-6085-15_no01__dropout__outdoor__6_8.npz,results\interp_masks\Side-6085-15_no01__dropout__outdoor__6_8.npz,False,1.0,0.8675821125507355,0,0.0,train
Backside-8896-8_no00,True,outdoor,8_10,4,results\sequences\Backside-8896-8_no00__dropout__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no00__dropout__outdoor__8_10.npz,False,1.0,0.8496603071689606,0,0.0,train
Backside-8896-8_no01,True,outdoor,8_10,4,results\sequences\Backside-8896-8_no01__dropout__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no01__dropout__outdoor__8_10.npz,False,1.0,0.8673145572344462,0,0.0,train
Backside-8896-8_no02,True,outdoor,8_10,4,results\sequences\Backside-8896-8_no02__dropout__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no02__dropout__outdoor__8_10.npz,False,1.0,0.867834468682607,0,0.0,train
Side-6084-3_no00,True,outdoor,8_10,4,results\sequences\Side-6084-3_no00__dropout__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no00__dropout__outdoor__8_10.npz,False,1.0,0.8886685868104299,0,0.0,train
Side-6084-3_no01,True,outdoor,8_10,4,results\sequences\Side-6084-3_no01__dropout__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no01__dropout__outdoor__8_10.npz,False,1.0,0.9626274406909943,0,0.0,train
Side-6084-3_no02,True,outdoor,8_10,4,results\sequences\Side-6084-3_no02__dropout__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no02__dropout__outdoor__8_10.npz,False,1.0,0.9223555425802866,0,0.0,train
Side-6084-3_no03,True,outdoor,8_10,4,results\sequences\Side-6084-3_no03__dropout__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no03__dropout__outdoor__8_10.npz,False,1.0,0.8538583417733511,0,0.0,train
Side-6085-5_no01,True,outdoor,8_10,4,results\sequences\Side-6085-5_no01__dropout__outdoor__8_10.npz,results\interp_masks\Side-6085-5_no01__dropout__outdoor__8_10.npz,False,1.0,0.9316820899645487,0,0.0,train
Side-6085-5_no03,True,outdoor,8_10,4,results\sequences\Side-6085-5_no03__dropout__outdoor__8_10.npz,results\interp_masks\Side-6085-5_no03__dropout__outdoor__8_10.npz,False,1.0,0.7990342378616333,0,0.0,train
